filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
0026.jpg,63822,{},18,2,"{""name"":""rect"",""x"":357,""y"":151,""width"":29,""height"":129}","{""animal"":""donkey"",""animal part"":""tail""}"
0026.jpg,63822,{},18,3,"{""name"":""rect"",""x"":15,""y"":65,""width"":100,""height"":177}","{""animal"":""donkey"",""animal part"":""head""}"
0026.jpg,63822,{},18,4,"{""name"":""rect"",""x"":503,""y"":166,""width"":132,""height"":237}","{""animal"":""donkey"",""animal part"":""head""}"
0026.jpg,63822,{},18,5,"{""name"":""rect"",""x"":34,""y"":69,""width"":35,""height"":49}","{""animal"":""donkey"",""animal part"":""ear""}"
0026.jpg,63822,{},18,6,"{""name"":""rect"",""x"":73,""y"":82,""width"":35,""height"":63}","{""animal"":""donkey"",""animal part"":""ear""}"
0026.jpg,63822,{},18,7,"{""name"":""rect"",""x"":525,""y"":185,""width"":35,""height"":63}","{""animal"":""donkey"",""animal part"":""ear""}"
0026.jpg,63822,{},18,8,"{""name"":""rect"",""x"":577,""y"":171,""width"":52,""height"":72}","{""animal"":""donkey"",""animal part"":""ear""}"
0026.jpg,63822,{},18,9,"{""name"":""rect"",""x"":545,""y"":302,""width"":31,""height"":19}","{""animal"":""donkey"",""animal part"":""eye""}"
0026.jpg,63822,{},18,10,"{""name"":""rect"",""x"":31,""y"":164,""width"":25,""height"":19}","{""animal"":""donkey"",""animal part"":""eye""}"
0026.jpg,63822,{},18,11,"{""name"":""rect"",""x"":10,""y"":201,""width"":29,""height"":40}","{""animal"":""donkey"",""animal part"":""nose""}"
0026.jpg,63822,{},18,12,"{""name"":""rect"",""x"":549,""y"":348,""width"":59,""height"":58}","{""animal"":""donkey"",""animal part"":""nose""}"
0026.jpg,63822,{},18,13,"{""name"":""rect"",""x"":179,""y"":255,""width"":47,""height"":160}","{""animal"":""donkey"",""animal part"":""leg""}"
0026.jpg,63822,{},18,14,"{""name"":""rect"",""x"":134,""y"":271,""width"":43,""height"":127}","{""animal"":""donkey"",""animal part"":""leg""}"
0026.jpg,63822,{},18,15,"{""name"":""rect"",""x"":274,""y"":223,""width"":69,""height"":196}","{""animal"":""donkey"",""animal part"":""leg""}"
0026.jpg,63822,{},18,16,"{""name"":""rect"",""x"":461,""y"":236,""width"":26,""height"":104}","{""animal"":""donkey"",""animal part"":""leg""}"
0026.jpg,63822,{},18,17,"{""name"":""rect"",""x"":421,""y"":225,""width"":56,""height"":178}","{""animal"":""donkey"",""animal part"":""leg""}"
0027.jpg,30322,{},11,0,"{""name"":""rect"",""x"":121,""y"":113,""width"":309,""height"":259}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0027.jpg,30322,{},11,1,"{""name"":""rect"",""x"":363,""y"":113,""width"":65,""height"":127}","{""animal"":""donkey"",""animal part"":""head""}"
0027.jpg,30322,{},11,2,"{""name"":""rect"",""x"":126,""y"":211,""width"":31,""height"":97}","{""animal"":""donkey"",""animal part"":""tail""}"
0027.jpg,30322,{},11,3,"{""name"":""rect"",""x"":153,""y"":245,""width"":43,""height"":129}","{""animal"":""donkey"",""animal part"":""leg""}"
0027.jpg,30322,{},11,4,"{""name"":""rect"",""x"":295,""y"":253,""width"":28,""height"":117}","{""animal"":""donkey"",""animal part"":""leg""}"
0027.jpg,30322,{},11,5,"{""name"":""rect"",""x"":316,""y"":249,""width"":19,""height"":117}","{""animal"":""donkey"",""animal part"":""leg""}"
0027.jpg,30322,{},11,6,"{""name"":""rect"",""x"":383,""y"":201,""width"":26,""height"":35}","{""animal"":""donkey"",""animal part"":""nose""}"
0027.jpg,30322,{},11,7,"{""name"":""rect"",""x"":373,""y"":167,""width"":16,""height"":13}","{""animal"":""donkey"",""animal part"":""eye""}"
0027.jpg,30322,{},11,8,"{""name"":""rect"",""x"":402,""y"":169,""width"":12,""height"":13}","{""animal"":""donkey"",""animal part"":""eye""}"
0027.jpg,30322,{},11,9,"{""name"":""rect"",""x"":370,""y"":113,""width"":20,""height"":36}","{""animal"":""donkey"",""animal part"":""ear""}"
0027.jpg,30322,{},11,10,"{""name"":""rect"",""x"":404,""y"":119,""width"":26,""height"":37}","{""animal"":""donkey"",""animal part"":""ear""}"
0028.jpg,634812,{},40,0,"{""name"":""rect"",""x"":1367,""y"":149,""width"":586,""height"":600}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0028.jpg,634812,{},40,1,"{""name"":""rect"",""x"":1373,""y"":151,""width"":155,""height"":251}","{""animal"":""donkey"",""animal part"":""head""}"
0028.jpg,634812,{},40,2,"{""name"":""rect"",""x"":808,""y"":75,""width"":496,""height"":680}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0028.jpg,634812,{},40,3,"{""name"":""rect"",""x"":414,""y"":24,""width"":362,""height"":740}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0028.jpg,634812,{},40,4,"{""name"":""rect"",""x"":810,""y"":73,""width"":180,""height"":276}","{""animal"":""donkey"",""animal part"":""head""}"
0028.jpg,634812,{},40,5,"{""name"":""rect"",""x"":590,""y"":27,""width"":169,""height"":286}","{""animal"":""donkey"",""animal part"":""head""}"
0028.jpg,634812,{},40,6,"{""name"":""rect"",""x"":152,""y"":41,""width"":142,""height"":304}","{""animal"":""donkey"",""animal part"":""head""}"
0028.jpg,634812,{},40,7,"{""name"":""rect"",""x"":1375,""y"":334,""width"":57,""height"":57}","{""animal"":""donkey"",""animal part"":""nose""}"
0028.jpg,634812,{},40,8,"{""name"":""rect"",""x"":829,""y"":288,""width"":57,""height"":57}","{""animal"":""donkey"",""animal part"":""nose""}"
0028.jpg,634812,{},40,9,"{""name"":""rect"",""x"":610,""y"":254,""width"":57,""height"":57}","{""animal"":""donkey"",""animal part"":""nose""}"
0028.jpg,634812,{},40,10,"{""name"":""rect"",""x"":178,""y"":271,""width"":57,""height"":57}","{""animal"":""donkey"",""animal part"":""nose""}"
0028.jpg,634812,{},40,11,"{""name"":""rect"",""x"":893,""y"":232,""width"":27,""height"":23}","{""animal"":""donkey"",""animal part"":""eye""}"
0028.jpg,634812,{},40,12,"{""name"":""rect"",""x"":1429,""y"":263,""width"":41,""height"":39}","{""animal"":""donkey"",""animal part"":""eye""}"
0028.jpg,634812,{},40,13,"{""name"":""rect"",""x"":673,""y"":193,""width"":41,""height"":23}","{""animal"":""donkey"",""animal part"":""eye""}"
0028.jpg,634812,{},40,14,"{""name"":""rect"",""x"":227,""y"":210,""width"":27,""height"":23}","{""animal"":""donkey"",""animal part"":""eye""}"
0028.jpg,634812,{},40,15,"{""name"":""rect"",""x"":160,""y"":198,""width"":32,""height"":24}","{""animal"":""donkey"",""animal part"":""eye""}"
0028.jpg,634812,{},40,16,"{""name"":""rect"",""x"":1243,""y"":388,""width"":58,""height"":133}","{""animal"":""donkey"",""animal part"":""tail""}"
0028.jpg,634812,{},40,17,"{""name"":""rect"",""x"":156,""y"":48,""width"":46,""height"":104}","{""animal"":""donkey"",""animal part"":""ear""}"
0028.jpg,634812,{},40,18,"{""name"":""rect"",""x"":225,""y"":52,""width"":57,""height"":104}","{""animal"":""donkey"",""animal part"":""ear""}"
0028.jpg,634812,{},40,19,"{""name"":""rect"",""x"":597,""y"":33,""width"":75,""height"":121}","{""animal"":""donkey"",""animal part"":""ear""}"
0028.jpg,634812,{},40,20,"{""name"":""rect"",""x"":682,""y"":28,""width"":54,""height"":121}","{""animal"":""donkey"",""animal part"":""ear""}"
0028.jpg,634812,{},40,21,"{""name"":""rect"",""x"":812,""y"":74,""width"":75,""height"":121}","{""animal"":""donkey"",""animal part"":""ear""}"
0028.jpg,634812,{},40,22,"{""name"":""rect"",""x"":901,""y"":73,""width"":67,""height"":121}","{""animal"":""donkey"",""animal part"":""ear""}"
0028.jpg,634812,{},40,23,"{""name"":""rect"",""x"":1464,""y"":156,""width"":54,""height"":79}","{""animal"":""donkey"",""animal part"":""ear""}"
0028.jpg,634812,{},40,24,"{""name"":""rect"",""x"":177,""y"":454,""width"":63,""height"":307}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,25,"{""name"":""rect"",""x"":238,""y"":457,""width"":48,""height"":307}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,26,"{""name"":""rect"",""x"":142,""y"":41,""width"":285,""height"":723}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0028.jpg,634812,{},40,27,"{""name"":""rect"",""x"":290,""y"":461,""width"":71,""height"":271}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,28,"{""name"":""rect"",""x"":365,""y"":443,""width"":50,""height"":301}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,29,"{""name"":""rect"",""x"":419,""y"":385,""width"":79,""height"":358}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,30,"{""name"":""rect"",""x"":499,""y"":408,""width"":93,""height"":322}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,31,"{""name"":""rect"",""x"":593,""y"":428,""width"":62,""height"":338}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,32,"{""name"":""rect"",""x"":655,""y"":414,""width"":113,""height"":334}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,33,"{""name"":""rect"",""x"":866,""y"":438,""width"":107,""height"":327}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,34,"{""name"":""rect"",""x"":973,""y"":452,""width"":64,""height"":312}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,35,"{""name"":""rect"",""x"":1108,""y"":425,""width"":122,""height"":327}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,36,"{""name"":""rect"",""x"":1200,""y"":438,""width"":103,""height"":312}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,37,"{""name"":""rect"",""x"":1858,""y"":457,""width"":93,""height"":271}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,38,"{""name"":""rect"",""x"":1634,""y"":482,""width"":59,""height"":268}","{""animal"":""donkey"",""animal part"":""leg""}"
0028.jpg,634812,{},40,39,"{""name"":""rect"",""x"":1602,""y"":463,""width"":59,""height"":268}","{""animal"":""donkey"",""animal part"":""leg""}"
0029.jpg,118833,{},20,0,"{""name"":""rect"",""x"":438,""y"":174,""width"":349,""height"":231}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0029.jpg,118833,{},20,1,"{""name"":""rect"",""x"":50,""y"":131,""width"":304,""height"":274}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0029.jpg,118833,{},20,2,"{""name"":""rect"",""x"":54,""y"":137,""width"":75,""height"":127}","{""animal"":""donkey"",""animal part"":""head""}"
0029.jpg,118833,{},20,3,"{""name"":""rect"",""x"":718,""y"":174,""width"":71,""height"":100}","{""animal"":""donkey"",""animal part"":""head""}"
0029.jpg,118833,{},20,4,"{""name"":""rect"",""x"":438,""y"":219,""width"":59,""height"":133}","{""animal"":""donkey"",""animal part"":""tail""}"
0029.jpg,118833,{},20,5,"{""name"":""rect"",""x"":337,""y"":227,""width"":23,""height"":79}","{""animal"":""donkey"",""animal part"":""tail""}"
0029.jpg,118833,{},20,6,"{""name"":""rect"",""x"":60,""y"":224,""width"":35,""height"":36}","{""animal"":""donkey"",""animal part"":""nose""}"
0029.jpg,118833,{},20,7,"{""name"":""rect"",""x"":761,""y"":246,""width"":33,""height"":31}","{""animal"":""donkey"",""animal part"":""nose""}"
0029.jpg,118833,{},20,8,"{""name"":""rect"",""x"":82,""y"":193,""width"":18,""height"":21}","{""animal"":""donkey"",""animal part"":""eye""}"
0029.jpg,118833,{},20,9,"{""name"":""rect"",""x"":760,""y"":211,""width"":18,""height"":21}","{""animal"":""donkey"",""animal part"":""eye""}"
0029.jpg,118833,{},20,10,"{""name"":""rect"",""x"":76,""y"":135,""width"":25,""height"":42}","{""animal"":""donkey"",""animal part"":""ear""}"
0029.jpg,118833,{},20,11,"{""name"":""rect"",""x"":55,""y"":134,""width"":26,""height"":44}","{""animal"":""donkey"",""animal part"":""ear""}"
0029.jpg,118833,{},20,12,"{""name"":""rect"",""x"":730,""y"":170,""width"":20,""height"":35}","{""animal"":""donkey"",""animal part"":""ear""}"
0029.jpg,118833,{},20,13,"{""name"":""rect"",""x"":149,""y"":277,""width"":43,""height"":129}","{""animal"":""donkey"",""animal part"":""leg""}"
0029.jpg,118833,{},20,14,"{""name"":""rect"",""x"":175,""y"":283,""width"":24,""height"":119}","{""animal"":""donkey"",""animal part"":""leg""}"
0029.jpg,118833,{},20,15,"{""name"":""rect"",""x"":281,""y"":281,""width"":35,""height"":121}","{""animal"":""donkey"",""animal part"":""leg""}"
0029.jpg,118833,{},20,16,"{""name"":""rect"",""x"":314,""y"":280,""width"":32,""height"":120}","{""animal"":""donkey"",""animal part"":""leg""}"
0029.jpg,118833,{},20,17,"{""name"":""rect"",""x"":488,""y"":279,""width"":44,""height"":121}","{""animal"":""donkey"",""animal part"":""leg""}"
0029.jpg,118833,{},20,18,"{""name"":""rect"",""x"":639,""y"":287,""width"":33,""height"":114}","{""animal"":""donkey"",""animal part"":""leg""}"
0029.jpg,118833,{},20,19,"{""name"":""rect"",""x"":621,""y"":287,""width"":23,""height"":104}","{""animal"":""donkey"",""animal part"":""leg""}"
0030.jpg,106849,{},5,0,"{""name"":""rect"",""x"":165,""y"":23,""width"":289,""height"":550}","{""animal"":""donkey"",""animal part"":""head""}"
0030.jpg,106849,{},5,1,"{""name"":""rect"",""x"":283,""y"":444,""width"":148,""height"":127}","{""animal"":""donkey"",""animal part"":""nose""}"
0030.jpg,106849,{},5,2,"{""name"":""rect"",""x"":265,""y"":276,""width"":53,""height"":54}","{""animal"":""donkey"",""animal part"":""eye""}"
0030.jpg,106849,{},5,3,"{""name"":""rect"",""x"":221,""y"":37,""width"":130,""height"":166}","{""animal"":""donkey"",""animal part"":""ear""}"
0030.jpg,106849,{},5,4,"{""name"":""rect"",""x"":319,""y"":49,""width"":130,""height"":150}","{""animal"":""donkey"",""animal part"":""ear""}"
0031.jpg,120592,{},7,0,"{""name"":""rect"",""x"":409,""y"":2,""width"":981,""height"":914}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0031.jpg,120592,{},7,1,"{""name"":""rect"",""x"":417,""y"":5,""width"":494,""height"":805}","{""animal"":""donkey"",""animal part"":""head""}"
0031.jpg,120592,{},7,2,"{""name"":""rect"",""x"":586,""y"":586,""width"":232,""height"":218}","{""animal"":""donkey"",""animal part"":""nose""}"
0031.jpg,120592,{},7,3,"{""name"":""rect"",""x"":744,""y"":269,""width"":69,""height"":74}","{""animal"":""donkey"",""animal part"":""eye""}"
0031.jpg,120592,{},7,4,"{""name"":""rect"",""x"":547,""y"":365,""width"":46,""height"":36}","{""animal"":""donkey"",""animal part"":""eye""}"
0031.jpg,120592,{},7,5,"{""name"":""rect"",""x"":684,""y"":11,""width"":139,""height"":200}","{""animal"":""donkey"",""animal part"":""ear""}"
0031.jpg,120592,{},7,6,"{""name"":""rect"",""x"":415,""y"":5,""width"":204,""height"":284}","{""animal"":""donkey"",""animal part"":""ear""}"
0032.jpg,7382,{},7,0,"{""name"":""rect"",""x"":48,""y"":0,""width"":130,""height"":182}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0032.jpg,7382,{},7,1,"{""name"":""rect"",""x"":50,""y"":1,""width"":127,""height"":166}","{""animal"":""donkey"",""animal part"":""head""}"
0032.jpg,7382,{},7,2,"{""name"":""rect"",""x"":134,""y"":122,""width"":41,""height"":44}","{""animal"":""donkey"",""animal part"":""nose""}"
0032.jpg,7382,{},7,3,"{""name"":""rect"",""x"":104,""y"":57,""width"":20,""height"":16}","{""animal"":""donkey"",""animal part"":""eye""}"
0032.jpg,7382,{},7,4,"{""name"":""rect"",""x"":161,""y"":55,""width"":14,""height"":16}","{""animal"":""donkey"",""animal part"":""eye""}"
0032.jpg,7382,{},7,5,"{""name"":""rect"",""x"":51,""y"":1,""width"":63,""height"":41}","{""animal"":""donkey"",""animal part"":""ear""}"
0032.jpg,7382,{},7,6,"{""name"":""rect"",""x"":140,""y"":1,""width"":37,""height"":32}","{""animal"":""donkey"",""animal part"":""ear""}"
0033.jpg,108779,{},7,0,"{""name"":""rect"",""x"":417,""y"":8,""width"":721,""height"":595}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0033.jpg,108779,{},7,1,"{""name"":""rect"",""x"":425,""y"":9,""width"":297,""height"":551}","{""animal"":""donkey"",""animal part"":""head""}"
0033.jpg,108779,{},7,2,"{""name"":""rect"",""x"":453,""y"":441,""width"":121,""height"":115}","{""animal"":""donkey"",""animal part"":""nose""}"
0033.jpg,108779,{},7,3,"{""name"":""rect"",""x"":580,""y"":261,""width"":53,""height"":68}","{""animal"":""donkey"",""animal part"":""eye""}"
0033.jpg,108779,{},7,4,"{""name"":""rect"",""x"":457,""y"":259,""width"":33,""height"":55}","{""animal"":""donkey"",""animal part"":""eye""}"
0033.jpg,108779,{},7,5,"{""name"":""rect"",""x"":608,""y"":11,""width"":115,""height"":197}","{""animal"":""donkey"",""animal part"":""ear""}"
0033.jpg,108779,{},7,6,"{""name"":""rect"",""x"":420,""y"":7,""width"":119,""height"":180}","{""animal"":""donkey"",""animal part"":""ear""}"
0034.jpg,9640,{},7,0,"{""name"":""rect"",""x"":61,""y"":10,""width"":93,""height"":217}","{""animal"":""donkey"",""animal part"":""head""}"
0034.jpg,9640,{},7,1,"{""name"":""rect"",""x"":1,""y"":8,""width"":155,""height"":266}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0034.jpg,9640,{},7,2,"{""name"":""rect"",""x"":82,""y"":180,""width"":48,""height"":46}","{""animal"":""donkey"",""animal part"":""nose""}"
0034.jpg,9640,{},7,3,"{""name"":""rect"",""x"":71,""y"":113,""width"":19,""height"":17}","{""animal"":""donkey"",""animal part"":""eye""}"
0034.jpg,9640,{},7,4,"{""name"":""rect"",""x"":131,""y"":112,""width"":19,""height"":17}","{""animal"":""donkey"",""animal part"":""eye""}"
0034.jpg,9640,{},7,5,"{""name"":""rect"",""x"":64,""y"":13,""width"":37,""height"":74}","{""animal"":""donkey"",""animal part"":""ear""}"
0034.jpg,9640,{},7,6,"{""name"":""rect"",""x"":120,""y"":10,""width"":32,""height"":74}","{""animal"":""donkey"",""animal part"":""ear""}"
0035.jpg,211073,{},10,0,"{""name"":""rect"",""x"":240,""y"":1,""width"":748,""height"":796}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0035.jpg,211073,{},10,1,"{""name"":""rect"",""x"":592,""y"":85,""width"":393,""height"":497}","{""animal"":""donkey"",""animal part"":""head""}"
0035.jpg,211073,{},10,2,"{""name"":""rect"",""x"":811,""y"":292,""width"":67,""height"":53}","{""animal"":""donkey"",""animal part"":""eye""}"
0035.jpg,211073,{},10,3,"{""name"":""rect"",""x"":849,""y"":463,""width"":132,""height"":119}","{""animal"":""donkey"",""animal part"":""nose""}"
0035.jpg,211073,{},10,4,"{""name"":""rect"",""x"":591,""y"":147,""width"":197,""height"":107}","{""animal"":""donkey"",""animal part"":""ear""}"
0035.jpg,211073,{},10,5,"{""name"":""rect"",""x"":879,""y"":89,""width"":81,""height"":80}","{""animal"":""donkey"",""animal part"":""ear""}"
0035.jpg,211073,{},10,6,"{""name"":""rect"",""x"":461,""y"":39,""width"":88,""height"":56}","{""animal"":""donkey"",""animal part"":""tail""}"
0035.jpg,211073,{},10,7,"{""name"":""rect"",""x"":505,""y"":464,""width"":84,""height"":333}","{""animal"":""donkey"",""animal part"":""leg""}"
0035.jpg,211073,{},10,8,"{""name"":""rect"",""x"":288,""y"":381,""width"":77,""height"":296}","{""animal"":""donkey"",""animal part"":""leg""}"
0035.jpg,211073,{},10,9,"{""name"":""rect"",""x"":597,""y"":529,""width"":77,""height"":267}","{""animal"":""donkey"",""animal part"":""leg""}"
0036.jpg,1842978,{},11,0,"{""name"":""rect"",""x"":201,""y"":0,""width"":543,""height"":773}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0036.jpg,1842978,{},11,1,"{""name"":""rect"",""x"":511,""y"":4,""width"":228,""height"":433}","{""animal"":""donkey"",""animal part"":""head""}"
0036.jpg,1842978,{},11,2,"{""name"":""rect"",""x"":576,""y"":215,""width"":39,""height"":39}","{""animal"":""donkey"",""animal part"":""eye""}"
0036.jpg,1842978,{},11,3,"{""name"":""rect"",""x"":676,""y"":215,""width"":35,""height"":39}","{""animal"":""donkey"",""animal part"":""eye""}"
0036.jpg,1842978,{},11,4,"{""name"":""rect"",""x"":611,""y"":352,""width"":84,""height"":85}","{""animal"":""donkey"",""animal part"":""nose""}"
0036.jpg,1842978,{},11,5,"{""name"":""rect"",""x"":515,""y"":5,""width"":91,""height"":143}","{""animal"":""donkey"",""animal part"":""ear""}"
0036.jpg,1842978,{},11,6,"{""name"":""rect"",""x"":659,""y"":4,""width"":80,""height"":139}","{""animal"":""donkey"",""animal part"":""ear""}"
0036.jpg,1842978,{},11,7,"{""name"":""rect"",""x"":455,""y"":436,""width"":73,""height"":317}","{""animal"":""donkey"",""animal part"":""leg""}"
0036.jpg,1842978,{},11,8,"{""name"":""rect"",""x"":335,""y"":432,""width"":111,""height"":340}","{""animal"":""donkey"",""animal part"":""leg""}"
0036.jpg,1842978,{},11,9,"{""name"":""rect"",""x"":225,""y"":367,""width"":76,""height"":340}","{""animal"":""donkey"",""animal part"":""leg""}"
0036.jpg,1842978,{},11,10,"{""name"":""rect"",""x"":276,""y"":389,""width"":53,""height"":291}","{""animal"":""donkey"",""animal part"":""leg""}"
0037.jpg,7849,{},18,0,"{""name"":""rect"",""x"":35,""y"":16,""width"":86,""height"":133}","{""animal"":""donkey"",""animal part"":""head""}"
0037.jpg,7849,{},18,1,"{""name"":""rect"",""x"":118,""y"":15,""width"":68,""height"":132}","{""animal"":""donkey"",""animal part"":""head""}"
0037.jpg,7849,{},18,2,"{""name"":""rect"",""x"":186,""y"":1,""width"":83,""height"":146}","{""animal"":""donkey"",""animal part"":""head""}"
0037.jpg,7849,{},18,3,"{""name"":""rect"",""x"":75,""y"":100,""width"":39,""height"":47}","{""animal"":""donkey"",""animal part"":""nose""}"
0037.jpg,7849,{},18,4,"{""name"":""rect"",""x"":147,""y"":95,""width"":39,""height"":47}","{""animal"":""donkey"",""animal part"":""nose""}"
0037.jpg,7849,{},18,5,"{""name"":""rect"",""x"":226,""y"":101,""width"":39,""height"":47}","{""animal"":""donkey"",""animal part"":""nose""}"
0037.jpg,7849,{},18,6,"{""name"":""rect"",""x"":59,""y"":68,""width"":18,""height"":16}","{""animal"":""donkey"",""animal part"":""eye""}"
0037.jpg,7849,{},18,7,"{""name"":""rect"",""x"":102,""y"":67,""width"":14,""height"":16}","{""animal"":""donkey"",""animal part"":""eye""}"
0037.jpg,7849,{},18,8,"{""name"":""rect"",""x"":132,""y"":74,""width"":11,""height"":15}","{""animal"":""donkey"",""animal part"":""eye""}"
0037.jpg,7849,{},18,9,"{""name"":""rect"",""x"":172,""y"":70,""width"":9,""height"":13}","{""animal"":""donkey"",""animal part"":""eye""}"
0037.jpg,7849,{},18,10,"{""name"":""rect"",""x"":211,""y"":64,""width"":9,""height"":11}","{""animal"":""donkey"",""animal part"":""eye""}"
0037.jpg,7849,{},18,11,"{""name"":""rect"",""x"":252,""y"":61,""width"":9,""height"":8}","{""animal"":""donkey"",""animal part"":""eye""}"
0037.jpg,7849,{},18,12,"{""name"":""rect"",""x"":36,""y"":17,""width"":36,""height"":29}","{""animal"":""donkey"",""animal part"":""ear""}"
0037.jpg,7849,{},18,13,"{""name"":""rect"",""x"":94,""y"":22,""width"":21,""height"":24}","{""animal"":""donkey"",""animal part"":""ear""}"
0037.jpg,7849,{},18,14,"{""name"":""rect"",""x"":117,""y"":19,""width"":21,""height"":27}","{""animal"":""donkey"",""animal part"":""ear""}"
0037.jpg,7849,{},18,15,"{""name"":""rect"",""x"":157,""y"":7,""width"":21,""height"":40}","{""animal"":""donkey"",""animal part"":""ear""}"
0037.jpg,7849,{},18,16,"{""name"":""rect"",""x"":186,""y"":2,""width"":33,""height"":44}","{""animal"":""donkey"",""animal part"":""ear""}"
0037.jpg,7849,{},18,17,"{""name"":""rect"",""x"":236,""y"":1,""width"":33,""height"":46}","{""animal"":""donkey"",""animal part"":""ear""}"
0038.jpg,503027,{},21,0,"{""name"":""rect"",""x"":732,""y"":43,""width"":392,""height"":707}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0038.jpg,503027,{},21,1,"{""name"":""rect"",""x"":99,""y"":0,""width"":570,""height"":582}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0038.jpg,503027,{},21,2,"{""name"":""rect"",""x"":737,""y"":51,""width"":163,""height"":400}","{""animal"":""donkey"",""animal part"":""head""}"
0038.jpg,503027,{},21,3,"{""name"":""rect"",""x"":97,""y"":3,""width"":173,""height"":345}","{""animal"":""donkey"",""animal part"":""head""}"
0038.jpg,503027,{},21,4,"{""name"":""rect"",""x"":748,""y"":224,""width"":28,""height"":37}","{""animal"":""donkey"",""animal part"":""eye""}"
0038.jpg,503027,{},21,5,"{""name"":""rect"",""x"":843,""y"":232,""width"":28,""height"":33}","{""animal"":""donkey"",""animal part"":""eye""}"
0038.jpg,503027,{},21,6,"{""name"":""rect"",""x"":151,""y"":163,""width"":44,""height"":33}","{""animal"":""donkey"",""animal part"":""eye""}"
0038.jpg,503027,{},21,7,"{""name"":""rect"",""x"":759,""y"":349,""width"":83,""height"":92}","{""animal"":""donkey"",""animal part"":""nose""}"
0038.jpg,503027,{},21,8,"{""name"":""rect"",""x"":111,""y"":260,""width"":83,""height"":80}","{""animal"":""donkey"",""animal part"":""nose""}"
0038.jpg,503027,{},21,9,"{""name"":""rect"",""x"":739,""y"":59,""width"":55,""height"":112}","{""animal"":""donkey"",""animal part"":""ear""}"
0038.jpg,503027,{},21,10,"{""name"":""rect"",""x"":844,""y"":63,""width"":55,""height"":112}","{""animal"":""donkey"",""animal part"":""ear""}"
0038.jpg,503027,{},21,11,"{""name"":""rect"",""x"":172,""y"":7,""width"":55,""height"":116}","{""animal"":""donkey"",""animal part"":""ear""}"
0038.jpg,503027,{},21,12,"{""name"":""rect"",""x"":99,""y"":3,""width"":63,""height"":105}","{""animal"":""donkey"",""animal part"":""ear""}"
0038.jpg,503027,{},21,13,"{""name"":""rect"",""x"":344,""y"":335,""width"":68,""height"":249}","{""animal"":""donkey"",""animal part"":""leg""}"
0038.jpg,503027,{},21,14,"{""name"":""rect"",""x"":515,""y"":321,""width"":81,""height"":196}","{""animal"":""donkey"",""animal part"":""leg""}"
0038.jpg,503027,{},21,15,"{""name"":""rect"",""x"":611,""y"":261,""width"":52,""height"":257}","{""animal"":""donkey"",""animal part"":""leg""}"
0038.jpg,503027,{},21,16,"{""name"":""rect"",""x"":641,""y"":248,""width"":32,""height"":120}","{""animal"":""donkey"",""animal part"":""tail""}"
0038.jpg,503027,{},21,17,"{""name"":""rect"",""x"":803,""y"":488,""width"":60,""height"":239}","{""animal"":""donkey"",""animal part"":""leg""}"
0038.jpg,503027,{},21,18,"{""name"":""rect"",""x"":868,""y"":499,""width"":51,""height"":241}","{""animal"":""donkey"",""animal part"":""leg""}"
0038.jpg,503027,{},21,19,"{""name"":""rect"",""x"":963,""y"":464,""width"":71,""height"":152}","{""animal"":""donkey"",""animal part"":""leg""}"
0038.jpg,503027,{},21,20,"{""name"":""rect"",""x"":1053,""y"":417,""width"":57,""height"":207}","{""animal"":""donkey"",""animal part"":""leg""}"
